sale_date;channel_type;prod_name;cnt;amt;amt_clear
2021-05-05;МАП;Снижаем ставку ;1;775000;775000
2021-05-20;Стойки;ПраймАдресный Льготный  ;2;672050;570000
2022-08-13;Почта;Суперсмарт А ;6;2063495;1880000
2022-10-03;Почта;Стабильный А ;20;3922803,86;3922803,86
2021-09-03;Почта;Перспектива Лайт пенсионный  ;9;2641644;2334000
2022-08-11;КЦ;Суперсмарт АПЛ ;1;339999;300000
2022-01-25;КЦ;Рефинансирование Практичный ;4;1258349,57;1160500
2022-05-31;DBO;Рефинансирование Практичный АЛ ;1;820000;820000
2022-07-06;Почта;Рефинансирование Практичный АЛ ;53;20558967,22;16352500
2022-08-05;КЦ;Суперсмарт АП ;1;1100000;1000000
2022-10-04;Почта;Рефинансирование Практичный ;5;5231607,25;3646567,22
2021-05-05;КЦ;Снижаем ставку ;19;14393630;13784500
2021-09-02;POS;Рефинансирование;1;1132000;1000000
2021-10-14;МАП;Перспектива  ;2;1554400;1401000
2022-04-20;DBO;Практичный АП ;2;349604,75;306500
2021-04-29;МФЦ;ПраймЛьготный  ;1;241018;200100
2022-01-21;DBO;Суперсмарт А ;12;10712240;10568000
2022-10-02;КЦ;Суперсмарт ;3;920568;900500
2022-03-02;Стойки;Суперсмарт Лайт пенсионный ;2;314170;237000
2022-08-21;Почта;Практичный А ;4;1237539,8;1051000
2022-11-08;КЦ;Рефинансирование Практичный ;1;611777,64;500500
2021-05-18;Почта;ПраймАдресный Льготный  ;170;45652263;40821900
2021-07-30;Почта;ПраймСуперпочтовый  ;164;58147125,8;52321500
2022-03-12;Почта;Суперсмарт Лайт АЛ ;10;1984850;1674000
2022-05-16;КЦ;Суперсмарт пенсионный ;13;2162423;1823500
2022-06-29;DBO;Практичный пенсионный ;1;135000;135000
2021-02-08;Почта;Рефинансирование Адресный;2;614600;600000
2021-11-30;МАП;Практичный АП ;2;667932,32;600500
2021-03-31;МАП;Адресный Льготный;2;230272,5;192500
2021-07-14;МАП;ПраймАдресный  ;13;4292878;4009000
2021-08-01;DBO;А Снижаем ставку ;5;3470400;3134000
2022-05-23;КЦ;Рефинансирование Суперсмарт Лайт А ;1;506999;500000
2022-09-13;КЦ;Суперсмарт ;11;3996360;3701500
2022-10-03;DBO;Суперсмарт АП ;4;1493034;1368500
2022-11-15;Почта;Рефинансирование Практичный ;4;1329639,07;1010000
2022-03-30;КЦ;Рефинансирование Суперсмарт Лайт ;1;492900;488000
2021-08-11;КЦ;Рефинансирование;9;4898327,85;4447299,85
2022-05-23;Почта;Суперсмарт пенсионный ;9;1758139,5;1423500
2022-07-07;МАП;Рефинансирование Суперсмарт А ;1;220100;220100
2022-07-09;Почта;Практичный А ;57;25120710,8;20220000
2022-08-14;DBO;Практичный ;15;5909991,64;5461500
2021-05-21;МАП;Рефинансирование;1;303314;246000
2021-11-29;МАП;ПраймАдресный  ;1;250000;250000
2022-08-05;DBO;Суперсмарт пенсионный ;1;221000;221000
2022-11-03;DBO;Рефинансирование Суперсмарт А ;14;7692424,02;7075918,77
2021-07-20;КЦ;Рефинансирование;7;2743519,1;2445500
2021-08-05;Почта;А Снижаем ставку ;9;6739400;6372000
2022-05-25;Почта;Суперсмарт АЛ ;5;1530598;1447500
2022-12-24;КЦ;Практичный А ;202;87757166,24;69091000
2021-04-12;Пятерочка;Адресный Первый Льготный;1;92925;75000
2022-07-08;КЦ;Практичный АП ;33;18253994,41;14596000
2022-12-24;КЦ;Рефинансирование Практичный А ;53;28243923,76;22057463,59
2021-05-27;DBO;ПраймСуперпочтовый  ;51;16852856;14965000
2022-07-04;Почта;Суперсмарт АП ;2;737799;600000
2022-09-22;POS;Рефинансирование Суперсмарт АЛ ;1;245310;221000
2021-01-13;Стойки;Адресный Льготный;4;800596,5;589500
2022-06-15;Стойки;Рефинансирование Практичный АЛ ;1;296093;218000
2021-06-05;Почта;Рефинансирование Адресный;1;414700;400000
2021-11-29;Почта;Суперсмарт АЛ ;9;6348815;6173500
2022-02-25;МАП;Суперсмарт Лайт пенсионный ;2;309790;256000
2022-09-12;Почта;Рефинансирование Суперсмарт А ;8;4403939;3912000
2021-06-15;КЦ;Снижаем ставку АП промо ;2;1367800;1259000
2022-01-25;КЦ;Рефинансирование Практичный АПЛ ;2;620165;525000
2022-06-27;КЦ;Суперсмарт АП ;13;4758383;4250500
2021-07-28;DBO;ПраймАдресный Первый  ;6;2043640;1830000
2021-11-01;Почта;Перспектива пенсионный  ;2;1340796;1105000
2021-03-07;КЦ;Суперпочтовый;43;12434961;10487000
2021-10-02;КЦ;Перспектива АП  ;2;3297318,4;2950000
2021-10-04;КЦ;ПраймАдресный  ;30;11857737;10406000
2021-11-04;DBO;Перспектива Лайт пенсионный  ;2;600000;600000
2021-11-20;Почта;Перспектива Лайт  ;47;16868149;14729500
2022-07-20;POS;Суперсмарт АП ;1;500000;500000
2021-07-06;МАП;ПраймАдресный Первый  ;1;302900;300000
2021-12-24;DBO;Практичный АП ;2;818800;809000
2022-09-21;DBO;Практичный АЛ ;2;801952,6;739000
2022-08-31;Почта;Практичный АПЛ ;7;1726124,7;1370000
2022-02-10;Стойки;Суперсмарт ;1;708900;650000
2022-08-24;КЦ;Практичный АПЛ ;2;420542;320000
2021-08-03;Почта;Снижаем ставку А минимум ;3;1678990;1584000
2022-07-28;КЦ;Рефинансирование Суперсмарт А ;7;4881936;4444000
2022-09-05;DBO;Практичный АП ;1;229998,4;172000
2021-11-24;КЦ;А Перспектива Лайт  ;13;2091391,9;1850500
2021-08-18;Стойки;ПраймАдресный Льготный  ;4;741440;661000
2021-03-30;Почта;Шаг навстречу;2;227100;227100
2021-04-16;МАП;Снижаем ставку ;2;1343900;1339000
2021-08-18;Почта;Рефинансирование;17;7680502,42;6726598,48
2022-11-28;КЦ;Суперсмарт А ;15;13135369;12009000
2021-03-18;Пятерочка;Суперпочтовый;1;124400;100000
2021-06-18;Стойки;ПраймАдресный Льготный  ;7;1740050;1613000
2021-10-30;КЦ;Шаг навстречу;3;606100;606100
2022-12-11;Почта;Рефинансирование Практичный А ;2;748166,12;672000
2021-07-13;Почта;Снижаем ставку А минимум ;8;8795350;8113500
2022-07-24;КЦ;Практичный АЛ ;7;1783122;1351500
2021-08-11;Стойки;ПраймСуперпочтовый  ;1;252900;250000
2022-07-07;POS;Практичный А ;3;1161000;1161000
2022-10-11;DBO;Рефинансирование Суперсмарт ;1;566999;500000
2022-06-05;КЦ;Суперсмарт АП ;7;1567250;1451000
2022-11-21;КЦ;Шаг навстречу;2;516000;516000
2021-03-08;DBO;Снижаем ставку ;1;500000;500000
2021-03-02;DBO;Льготный;1;223520;180000
2021-04-07;DBO;ПраймАдресный Первый  ;6;1976700;1800000
2022-08-27;КЦ;Суперсмарт АП ;1;1009000;1009000
2022-09-27;КЦ;Рефинансирование Суперсмарт А ;6;3004945;2695000
2021-01-28;КЦ;Адресный;112;39930191,5;35051000
2021-11-29;Почта;Перспектива Лайт АЛ  ;80;29452549,64;25831900
2021-11-23;Почта;РефинансированиеПерспектива пенсионный  ;1;69472,24;58653,96
2022-02-20;DBO;Суперсмарт Лайт ;59;15121500;14289500
2022-05-20;POS;Суперсмарт АП ;1;157000;157000
2021-02-15;POS;Рефинансирование;1;303000;303000
2021-11-13;КЦ;Перспектива Лайт  ;61;20859980,9;18227000
2022-06-09;КЦ;Суперсмарт АЛ ;2;376514;313000
2022-06-23;DBO;Суперсмарт ;53;18495429;17509500
2021-03-25;МФЦ;ПраймАдресный  ;1;304900;300000
2021-09-06;КЦ;Перспектива Лайт пенсионный  ;3;1225548;1053100
2022-06-14;Стойки;Рефинансирование Практичный А ;2;985998;807000
2022-12-12;DBO;Практичный А ;253;70270832,16;61906500
2021-03-16;КЦ;ПраймАдресный  ;4;1257600;1110000
2021-03-30;КЦ;ПраймАдресный Первый  ;21;7740520;7166000
2021-11-24;Почта;Суперсмарт пенсионный ;1;538690;523000
2022-09-28;Почта;Рефинансирование Практичный АЛ ;12;4082580,4;3314500
2021-06-30;КЦ;ПраймСуперпочтовый  ;98;34051171;30855000
2022-04-09;DBO;Суперсмарт АП ;1;657000;591000
2022-05-10;DBO;Рефинансирование Суперсмарт А ;3;839700;750000
2022-07-14;DBO;Суперсмарт пенсионный ;1;300000;300000
2022-12-20;DBO;Суперсмарт ;3;1626798;1440000
2021-09-30;DBO;ПраймАдресный Льготный  ;1;621900;500000
2021-12-03;КЦ;Перспектива Лайт А  ;4;1618100;1600500
2022-02-24;КЦ;Шаг навстречу;5;784400;784400
2022-05-18;DBO;Суперсмарт Лайт А ;46;9792400;9347000
2022-07-30;Почта;Практичный А ;100;43451905,34;35611000
2022-08-19;КЦ;Суперсмарт АЛ ;1;356999;350000
2022-09-29;POS;Суперсмарт А ;1;300000;300000
2021-09-03;КЦ;АЛ Снижаем ставку плюс ;1;2436880;2061000
2021-07-26;КЦ;Снижаем ставку А промо ;3;2101800;2092000
2021-08-24;POS;ПраймАдресный  ;1;500000;500000
2022-11-06;КЦ;Суперсмарт А ;1;342119;301000
2021-03-25;КЦ;Рефинансирование;10;5384911;4826300
2021-09-27;DBO;А Перспектива Лайт  ;2;488400;430000
2022-01-17;Почта;Рефинансирование Практичный АП ;4;1465880,96;1251600
2022-02-24;МАП;Суперсмарт Лайт АП ;1;304900;300000
2022-03-03;Почта;Шаг навстречу;1;160800;160800
2022-08-10;DBO;Стабильный А ;46;7069067,82;7069067,82
2022-09-14;POS;Практичный АЛ ;1;221000;221000
2021-01-22;DBO;Суперхит  Адресный Первый;6;1775000;1350000
2021-08-02;Почта;Снижаем ставку А промо ;1;505400;500500
2021-04-14;КЦ;Шаг навстречу;1;237400;237400
2022-11-19;Почта;Рефинансирование Практичный А ;44;22504071,87;16671077,75
2021-07-19;Стойки;ПраймАдресный  ;4;1086180;1025000
2022-06-28;Стойки;Стабильный А ;1;276543,62;276543,62
2022-07-04;МФЦ;Практичный пенсионный ;1;377756,6;299000
2022-07-05;Почта;Рефинансирование Суперсмарт АЛ ;4;2383595;2181500
2022-06-09;Почта;Практичный АПЛ ;1;378785;310000
2021-10-27;Почта;А Снижаем ставку ;16;13576873,7;12436000
2022-05-08;КЦ;Практичный ;16;7024195,2;5647500
2021-07-09;DBO;А Снижаем ставку плюс ;1;1010000;1010000
2021-11-22;КЦ;Перспектива Лайт АЛ  ;34;12566946,3;10794300
2021-05-22;Почта;Адресный Льготный;19;4375313;3620000
2021-01-23;ПФР;Адресный;1;300000;300000
2022-04-26;КЦ;Суперсмарт Лайт пенсионный ;4;557101;472000
2021-03-10;КЦ;Снижаем ставку ;3;2355420;2254000
2021-08-30;КЦ;Рефинансирование Адресный;3;2171200;2140500
2021-08-30;КЦ;АП Снижаем ставку плюс ;1;2086300;1900000
2021-03-09;КЦ;Снижаем ставку плюс ;1;1439340;1316000
2021-09-13;Почта;Перспектива Лайт пенсионный  ;17;6082767,6;5246200
2021-10-30;КЦ;Перспектива Лайт пенсионный  ;1;390864,08;340200
2021-11-29;Почта;Суперсмарт ;60;66426440;64782500
2022-03-20;КЦ;Суперсмарт Лайт А ;15;4503715,2;4065500
2022-09-13;Почта;Суперсмарт А ;34;18694557;16901500
2021-01-02;POS;Суперхит;1;430900;300000
2021-10-01;МАП;А Снижаем ставку ;1;622250;524000
2022-04-28;Почта;Рефинансирование Суперсмарт ;1;337848;253000
2022-05-02;DBO;Рефинансирование Практичный АЛ ;1;355000;355000
2021-02-01;DBO;Суперхит  Адресный Первый;10;3129140;2321000
2021-03-02;КЦ;Адресный Первый;8;4235826,5;3837500
2021-08-02;КЦ;ПраймАдресный Льготный  ;77;23142970,8;19526400
2021-07-31;DBO;Снижаем ставку А минимум ;2;1736100;1610000
2021-08-05;Почта;Рефинансирование Адресный;4;1769756,4;1579500
2022-06-04;Почта;Рефинансирование Практичный АЛ ;4;784726;640000
2022-06-09;POS;Практичный пенсионный ;1;244619;200000
2021-07-30;DBO;Одобренный кредит;1;210000;210000
2021-09-16;DBO;Перспектива Лайт  ;42;14300373,6;12487000
2022-06-04;DBO;Практичный ;7;2101999;2095000
2022-09-06;КЦ;Суперсмарт А ;11;4038233;3586000
2021-02-01;DBO;Суперхит  Адресный;6;1180300;985000
2021-05-28;DBO;ПраймАдресный Первый  ;6;1961440;1733000
2021-10-11;КЦ;Рефинансирование;4;1010456,66;914700
2021-10-19;Стойки;Перспектива Лайт А  ;4;2086345;1715000
2021-07-29;КЦ;Рефинансирование Адресный;7;3635744,78;3258899,4
2022-10-28;КЦ;Стабильный А ;9;1384054,35;1384054,35
2022-01-28;DBO;Суперсмарт ;3;2313800;2250000
2021-07-21;Почта;ПраймАдресный й Льготный  ;2;666954,88;585300
2022-05-16;МФЦ;Практичный А ;1;138715,75;100500
2021-01-13;МФЦ;Адресный Льготный;1;269800;200000
2021-07-27;DBO;ПраймСуперпочтовый  ;47;18039714,2;15859000
2022-02-10;КЦ;Рефинансирование Практичный АЛ ;1;500000;500000
2021-08-09;Почта;ПраймАдресный Льготный  ;186;54080093,2;45702900
2022-04-22;DBO;Суперсмарт Лайт ;11;2597240;2310000
2021-10-20;КЦ;А Снижаем ставку ;7;5642025;5216000
2022-11-30;ПФР;Практичный А ;1;279955,21;200000
2021-06-11;Почта;Снижаем ставку минимум ;15;20359816;18944000
2021-10-19;Почта;Перспектива Лайт  ;125;41731017,8;36242500
2022-03-19;DBO;Суперсмарт Лайт АЛ ;1;359400;310000
2022-05-29;КЦ;Практичный А ;15;4228539,6;3312000
2021-08-05;Почта;АП Снижаем ставку плюс ;1;1104900;1100000
2021-08-20;Стойки;ПраймАдресный  ;1;351122;289000
2022-02-25;Стойки;Суперсмарт А ;1;561600;520000
2021-12-17;КЦ;Рефинансирование Практичный ;3;959667;813000
2021-03-31;POS;ПраймАдресный  ;1;435000;435000
2022-02-22;Стойки;Практичный А ;2;414502,88;366000
2022-03-02;Почта;Суперсмарт ;21;23708325;21202500
2022-10-07;КЦ;Рефинансирование Суперсмарт А ;4;2702846;2400500
2021-01-29;МАП;Адресный Льготный;6;1650175;1499000
2021-08-10;DBO;Снижаем ставку А минимум ;2;1552000;1552000
2022-12-19;ПФР;Рефинансирование Практичный А ;1;427631,58;325000
2021-02-20;Стойки;Суперхит;1;65500;50000
2021-04-18;Стойки;ПраймАдресный Льготный  ;1;217900;213000
2021-04-27;DBO;Снижаем ставку плюс ;1;1465500;1340000
2021-07-29;Почта;ПраймЛьготный  ;9;3102051,2;2611100
2022-10-10;DBO;Суперсмарт ;6;3005179;2799000
2021-10-08;КЦ;Перспектива Лайт пенсионный  ;5;1344642,4;1152700
2022-09-06;КЦ;Суперсмарт АП ;3;1159999;1120000
2022-10-05;Почта;Суперсмарт А ;18;12538813;11308000
2021-07-22;КЦ;ПраймЛьготный  ;2;722800;650000
2021-10-09;Стойки;Перспектива Лайт А  ;3;866400;803000
2022-04-01;Почта;Суперсмарт Лайт пенсионный ;29;6244281,5;5027000
2021-11-25;Почта;Рефинансирование Суперсмарт АП ;2;1348740;1298000
2022-02-01;КЦ;Рефинансирование Практичный А ;7;2793198,4;2473000
2022-02-21;КЦ;Суперсмарт Лайт АП ;30;9302718;8225500
2022-09-05;Почта;Рефинансирование Практичный ;4;2068829;1595000
2022-02-19;Почта;Рефинансирование Суперсмарт Лайт АП ;1;462000;350000
2022-04-06;КЦ;Практичный ;60;19581269,82;15612500
2021-11-18;ПФР;Перспектива Лайт  ;2;731700;650000
2021-12-21;Стойки;Практичный АЛ ;4;1274467,3;1160500
2022-06-05;Почта;Практичный А ;1;134679,8;103000
2021-01-02;Почта;Суперпочтовый;1;373540;260000
2021-06-10;Почта;Снижаем ставку А промо ;3;3414955;3119500
2022-08-03;DBO;Суперсмарт АП ;6;1833578;1673500
2022-09-28;КЦ;Суперсмарт А ;21;11219621;10502500
2021-03-15;Стойки;Рефинансирование для пенсионеров;1;313600;300000
2021-12-27;КЦ;Рефинансирование Практичный ;6;1980842,54;1711300
2021-12-16;DBO;Практичный ;15;5357032;5210000
2022-04-22;КЦ;Рефинансирование Суперсмарт Лайт пенсионный А ;1;483400;435000
2022-11-05;DBO;Практичный АП ;10;2964983,41;2574000
2021-08-27;КЦ;Снижаем ставку А промо ;1;773800;660000
2022-05-13;DBO;Практичный ;11;5243300;5205000
2022-12-24;Почта;Практичный ;104;46321020,88;36395500
2021-08-02;КЦ;А Снижаем ставку плюс ;4;5987120;5529000
2022-06-17;Почта;Рефинансирование Суперсмарт пенсионный А ;12;3606801;3010000
2021-04-10;Почта;Снижаем ставку ;5;3543070;3329500
2021-11-15;МАП;Перспектива  ;4;2360300;2350500
2022-04-26;КЦ;Шаг навстречу;1;198700;198700
2022-09-19;Почта;Рефинансирование Практичный А ;103;54479356,99;43322077,08
2021-05-11;КЦ;А Снижаем ставку плюс ;1;1054900;1050000
2021-08-24;КЦ;ПраймСуперпочтовый  ;68;25085457,4;21706500
2022-02-12;Стойки;Практичный А ;3;508555,28;443500
2021-01-18;Почта;Шаг навстречу;5;1376900;1376900
2021-04-28;КЦ;ПраймЛьготный  ;14;4151951;3730000
2022-02-04;КЦ;Практичный ;18;8020784,56;7023000
2022-04-09;КЦ;Суперсмарт АЛ ;1;559900;553000
2022-11-16;POS;Практичный А ;1;203499;200000
2021-02-24;DBO;Адресный;226;79274830;63175000
2021-06-21;Почта;АЛ Снижаем ставку ;2;1104980;1005000
2021-09-14;Почта;Шаг навстречу;1;400000;400000
2022-02-22;КЦ;Суперсмарт Лайт ;103;30688889;26822500
2022-02-12;Почта;Суперсмарт рефинансирование А ;2;1469880;1236000
2022-07-27;DBO;Практичный А ;206;79413888,16;73376500
2022-11-29;Почта;Рефинансирование Практичный А ;115;50066905,11;39033053,29
2021-03-23;КЦ;Шаг навстречу;2;354000;354000
2022-04-29;Почта;Рефинансирование Суперсмарт Лайт пенсионный А ;3;559118;517000
2022-12-05;DBO;Рефинансирование Суперсмарт А ;17;8890434;8080000
2021-04-09;КЦ;ПраймАдресный Первый  ;14;4999200;4440500
2021-11-08;Почта;Перспектива АЛ  ;2;1489248;1304000
2022-08-25;DBO;Суперсмарт АП ;5;2230158;2139000
2022-02-05;КЦ;Суперсмарт рефинансирование А ;1;819900;813000
2022-04-13;Почта;Суперсмарт Лайт АЛ ;38;6902489,3;5676500
2022-04-16;Почта;Суперсмарт АЛ ;4;986880;847000
2022-07-04;DBO;Суперсмарт пенсионный ;2;765000;765000
2021-04-08;МАП;Рефинансирование для пенсионеров;1;556000;500000
2022-03-05;Почта;Рефинансирование Суперсмарт Лайт ;3;1174602;973000
2021-08-31;Почта;ПраймСуперпочтовый  ;204;70763022,4;63351000
2022-03-20;КЦ;Рефинансирование Суперсмарт Лайт ;1;308900;250000
2021-02-01;КЦ;Рефинансирование для пенсионеров;2;529600;400000
2022-08-19;Почта;Суперсмарт ;18;10896266,5;9586000
2021-08-25;МАП;ПраймСуперпочтовый  ;11;3861996,4;3507500
2021-01-18;POS;Суперпочтовый;1;154297;143000
2021-07-26;Почта;А Снижаем ставку ;10;8079190;7133000
2021-02-23;DBO;Суперпочтовый;18;6108205;4765000
2022-04-12;Почта;Суперсмарт АП ;1;605605;500500
2022-07-15;Почта;Практичный АП ;51;26297891,42;20963500
2022-02-27;DBO;Суперсмарт Лайт пенсионный ;3;778020;719000
2022-09-25;DBO;Рефинансирование Суперсмарт А ;32;14421525,99;13610289,18
2022-02-09;DBO;Практичный А ;91;30526140,1;29337000
2022-02-26;КЦ;Суперсмарт Лайт А ;185;63168186,4;56619500
2022-11-15;КЦ;Практичный А ;327;125589000,3;100254500
2021-06-01;DBO;А Снижаем ставку ;2;1954900;1800000
2021-06-29;КЦ;Рефинансирование для пенсионеров;3;587050;464000
2021-07-17;Почта;Рефинансирование;5;5003799,76;4469999,79
2021-09-25;Почта;АЛ Перспектива Лайт  ;23;4205431,6;3496000
2021-11-08;Почта;Перспектива Лайт А  ;246;97250690,6;83524000
2022-01-12;Стойки;Практичный АЛ ;4;631017,89;567500
2022-04-11;КЦ;Суперсмарт А ;3;2207105;1972000
2022-06-28;Почта;Суперсмарт АПЛ ;8;1760852,8;1523000
2022-12-02;Почта;Практичный ;239;81695713,53;64157500
2021-05-12;МАП;ПраймАдресный Льготный  ;2;558600;502000
2021-05-21;Почта;Снижаем ставку АП промо ;1;2188170;2003000
2021-03-29;КЦ;ПраймСуперпочтовый  ;81;27427483;24370000
2021-01-02;КЦ;Льготный;1;65308;50500
2021-03-09;Почта;Адресный Первый;8;2505346,25;2157500
2021-04-27;Почта;ПраймЛьготный  ;39;11323957;10116900
2022-07-04;Почта;Суперсмарт А ;14;4810677;4106000
2022-10-22;КЦ;Суперсмарт ;5;3564747;3200500
2021-01-06;МАП;Суперпочтовый;1;1134125;1055000
2021-06-14;КЦ;Шаг навстречу;1;67500;67500
2021-07-14;КЦ;ПраймАдресный й Льготный  ;2;896664;753000
2021-09-09;Почта;ПраймАдресный  ;119;49320596;43317500
2022-01-03;КЦ;Практичный А ;31;9607594,68;8681000
2021-02-15;Почта;Адресный  Первый;30;7338688,5;5901000
2021-06-12;КЦ;Снижаем ставку А минимум ;1;712900;600000
2022-06-21;КЦ;Суперсмарт АПЛ ;5;960685;859500
2022-06-15;КЦ;Суперсмарт АП ;31;8551243,6;7777000
2022-08-09;Почта;Практичный АПЛ ;1;159719;110000
2022-01-20;Почта;Практичный ;15;6459051;5667500
2022-08-12;КЦ;Суперсмарт ;3;6015997;5800000
2022-03-15;Почта;Суперсмарт Лайт ;107;28848831;24568500
2022-12-26;DBO;Стабильный А ;31;6051203,55;6051203,55
2021-06-01;Почта;ПраймАдресный  ;317;119863711;104528000
2021-08-04;DBO;Снижаем ставку плюс ;1;1230000;1230000
2021-07-09;КЦ;Рефинансирование для пенсионеров;2;416600;400000
2021-07-20;Стойки;ПраймАдресный Льготный  ;11;4047800;3571000
2021-07-08;POS;ПраймАдресный  ;3;1216900;1212000
2022-08-24;КЦ;Шаг навстречу;1;67800;67800
2021-04-04;КЦ;Рефинансирование;2;644218,12;567200,1
2021-07-01;Почта;Снижаем ставку АП промо ;1;1707400;1500000
2021-09-05;DBO;ПраймАдресный  ;97;36534690;32530000
2022-06-24;Стойки;Практичный пенсионный ;1;146797;106000
2021-04-14;Стойки;Адресный Льготный;10;1722022,5;1489500
2021-09-15;Почта;АПЛ Перспектива Лайт  ;10;3441750,4;3067700
2021-10-09;DBO;А Снижаем ставку ;8;6928669;6322000
2021-09-24;Стойки;Перспектива А  ;1;1025200;880000
2022-05-16;Почта;Суперсмарт Лайт АП ;8;1662300;1479000
2021-03-13;МАП;Рефинансирование;1;749999,11;749999,11
2022-11-17;Почта;Практичный ;201;65330898,41;51049000
2021-11-05;Почта;Перспектива Лайт АП  ;6;1757395,4;1491000
2022-09-09;Почта;Суперсмарт АП ;1;548679;488000
2021-01-15;МАП;Адресный Первый;1;572400;500000
2021-11-01;КЦ;Перспектива Лайт А  ;138;55573226,2;48592500
2021-04-04;КЦ;Суперпочтовый;10;1373751;1105000
2021-12-09;КЦ;Практичный А ;188;63867934,64;55645000
2022-06-22;Почта;Суперсмарт АЛ ;9;3084803;2636000
2022-06-14;DBO;Суперсмарт ;39;14697540;13750000
2022-07-22;Пятерочка;Практичный АЛ ;1;136752;100500
2022-09-26;DBO;Суперсмарт АЛ ;2;600663;541500
2021-09-09;POS;АЛ Перспектива Лайт  ;1;146500;120000
2022-04-30;Почта;Практичный АЛ ;3;429804,92;347000
2022-06-01;Почта;Суперсмарт пенсионный ;8;1534451;1383000
2021-06-18;Почта;Снижаем ставку пенс промо ;1;698350;603000
2022-02-22;POS;Суперсмарт А ;1;787320;729000
2022-05-13;Стойки;Практичный АЛ ;1;67010;50000
2021-04-02;КЦ;Шаг навстречу;1;127700;127700
2021-08-26;КЦ;ПраймАдресный Первый  ;14;4877013,4;4146000
2021-09-20;Почта;Перспектива Лайт АЛ  ;1;419524;336000
2022-05-16;Стойки;Рефинансирование Практичный А ;1;300000;300000
2021-04-13;Почта;Снижаем ставку ;15;9641120;9259500
2021-09-11;DBO;Снижаем ставку А минимум ;1;584900;580000
2022-05-19;Стойки;Практичный ;1;123587,9;101000
2022-05-24;МАП;Суперсмарт АП ;1;305499;300000
2022-10-26;POS;Практичный А ;1;199500;199500
2021-04-09;DBO;Снижаем ставку плюс ;1;1124875;1027500
2022-02-27;Почта;Суперсмарт Лайт пенсионный ;1;304900;300000
2021-01-11;МАП;Льготный;1;99120;80000
2021-09-15;Почта;Снижаем ставку А промо ;2;1661800;1520000
2021-07-15;КЦ;ПраймАдресный й Льготный  ;1;253900;249000
2022-05-14;КЦ;Рефинансирование Суперсмарт Лайт А ;4;1224752;968000
2022-07-12;Стойки;Практичный А ;2;321861,2;281000
2022-08-02;Почта;Суперсмарт А ;13;5956890,5;5222000
2022-09-23;DBO;Суперсмарт АП ;3;1353000;1250000
2021-12-14;КЦ;Знаниесила;1;720000;120000
2022-04-21;МАП;Суперсмарт Лайт ;1;107900;103000
2022-06-21;КЦ;Практичный А ;97;32032166,6;26226000
2021-08-09;Почта;ПраймСуперпочтовый  ;103;37285085;32399500
2021-09-07;Стойки;ПраймАдресный  ;2;771620;640000
2022-03-23;КЦ;Рефинансирование Суперсмарт Лайт ;3;989800;980000
2022-04-11;КЦ;Практичный АП ;7;1177142,6;970000
2022-11-13;DBO;Практичный АП ;2;530000;530000
2022-12-07;DBO;Суперсмарт А ;19;10434954;9613000
2022-12-05;КЦ;Рефинансирование Суперсмарт А ;7;6910323;6244400
2021-02-18;Почта;Рефинансирование Адресный;4;1851490,97;1615999
2021-05-01;КЦ;ПраймАдресный Первый  ;3;1458700;1300000
2021-06-23;КЦ;Шаг навстречу;2;345600;345600
2022-09-28;КЦ;Рефинансирование Практичный АЛ ;10;3811637,96;3113000
2022-09-28;Почта;Практичный АПЛ ;5;984457;825000
2021-03-17;Почта;АП Снижаем ставку ;1;1004900;1000000
2021-09-22;Почта;Перспектива Лайт пенсионный  ;10;3318717;2951100
2022-05-26;КЦ;Суперсмарт ;17;8166315;6984000
2021-06-15;DBO;ПраймАдресный  ;186;67667934;58892000
2022-11-18;КЦ;Суперсмарт А ;17;9351804;8273500
2021-07-20;Почта;Снижаем ставку плюс ;1;1233060;1010000
2021-08-23;DBO;Снижаем ставку ;4;3819600;3400000
2022-04-14;Стойки;Суперсмарт Лайт А ;1;460900;456000
2021-01-09;Почта;Адресный;18;5155425;4271000
2021-06-03;МАП;Рефинансирование;1;1551000;1551000
2022-06-16;КЦ;Суперсмарт АП ;21;5983318,5;5426000
2022-08-01;МАП;Практичный ;1;221000;221000
2021-05-20;DBO;ПраймАдресный Первый  ;6;2040500;1800000
2021-09-02;Почта;А Снижаем ставку плюс ;6;10573160;9359000
2022-01-30;DBO;Суперсмарт А ;17;15901490;15469000
2022-08-24;КЦ;Практичный ;179;76017427,04;62479500
2021-01-22;Стойки;Адресный Льготный;7;1037325;928000
2022-08-06;КЦ;Практичный АП ;14;7173644,37;5514000
2022-01-12;МАП;Практичный АЛ ;1;222412;200000
2022-04-14;Почта;Практичный АП ;11;1832755,55;1387000
2022-06-14;POS;Суперсмарт А ;1;457600;416000
2022-01-15;Почта;Суперсмарт А ;25;20433700;19827500
2021-09-18;КЦ;А Перспектива Лайт  ;70;25463960;21530000
2022-05-24;Почта;Рефинансирование Суперсмарт А ;27;9551681;8266700
2022-09-06;DBO;Суперсмарт пенсионный ;1;333000;300000
2021-04-26;Стойки;ПраймСуперпочтовый  ;3;760400;703500
2021-09-21;МАП;Снижаем ставку АЛ минимум ;1;1195000;1000000
2022-01-27;МАП;Суперсмарт АП ;1;1474010;1373000
2021-02-03;МФЦ;Адресный Льготный;1;217700;200000
2021-09-20;Почта;АЛ Снижаем ставку плюс ;1;2835855;2369000
